Product,Review,Sentiment
SamsungGalaxyBudsPro,One of the best Bluetooth Boat. 1- Battery Backup Amazing 2- light wait 3-Awesome Sound quality4-Bass good5- Design normal but good not best,5
SamsungGalaxyBudsPro,Awesome battery backup And Great Sound quality . Perfectly fits in the ear. What else you need. Thanks to bOAT & FLIPKART both for this Wonderful Product.,4
SamsungGalaxyBudsPro,Nice product and fast delivery .  I am happy nice job Flipkart thanks,5
SamsungGalaxyBudsPro,This product is acctullly best. best coloty and design.But sound is little low not bed its a perfect but little low. bass is very powerful and clear. battery backup is very best in this price range. definately you purchase this product.,4
SamsungGalaxyBudsPro,"Great product., battery backup up to 14 days use , sound quality is great , I am happy with the product 😊😊😊😊",5
SamsungGalaxyBudsPro,"Its only 7 months I bought this product. It was convenient for me to use. Sound,Bass everything is good but. It said it has water & sweat resistance power. I never worked out wearing these not splashed any water but still one side stopped working in 1 second without any warning. I feel like I wasted my money in this. Wired earphones work longer than this.",1
SamsungGalaxyBudsPro,"Sound quality- 1.5/10 painful sharp sound Bass - 3.5 /10 can damage ur ears ( ie create headache) Built - better material Design  - moderateConclusion- all money is going for builting the structure and batteryNot for speakers sound  improvementbest for battery life  , and quick chargingI specially request to boat  that , please work on speakers, try to make it more softer  and thumpy, rather than making it rough noisy and louder,    ie - for soft and clear sound  Frequency and ...",1
SamsungGalaxyBudsPro,Automatically Disconnected so many times.,1
SamsungGalaxyBudsPro,"everything is good expect built quality......built quality is very very poor another disadvantage is that when you use the earphone you feel pain in your ear bcz it is heavy specially right side buds and this is bcz heavy microphone, charge socket........you can't run with it bcz due to weight it stick out from your earThanks",1
SamsungGalaxyBudsPro,After 1 month used right side speaker not working.,1
SamsungGalaxyBudsPro,1 side stopped working in just 20 days .... Don't know What to do now,1
SamsungGalaxyBudsPro,"Very very bad experienceSound problem, i.e if u call someone then other person doesn't hear u.And Their is no replacement option only return .This is not acceptable .",1
SamsungGalaxyBudsPro,"Fitting of the earphone is not good at all sound is ok but the main issue is the fitting of the product... worst fitting ever , the seller is not accepting the return so in short waste of time and money .... Please don't buy",1
SamsungGalaxyBudsPro,Bakwas flipkart,1
GooglePixel6Pro,camera is awesome as well as pure stock Android experience...battery could be more optimised and improved... however giving decent sot with regular to normal usage...For gaming it works fine but not the best...,5
GooglePixel6Pro,"Best in class, superb camera (attached some clicks), super smooth software experience and on time updates (earliest), feels premium in hand, display is also best.",5
GooglePixel6Pro,Amazing camera. Great battery life with saver mode. Killer OLED display and amazing design. Both the sides of the phone are glasses so it's very slippery.  These are two photos of the moon i have taken,5
GooglePixel6Pro,"Absolutely fabulous phone. I was looking for a mobile with a great camera and it exactly fulfilled my requirement. Color reproduction is mind-blowing, it captures exactly what my eyes see. Dynamic range is the best ever. Camera captures every details really well. Even telephoto camera produces great pics. Selfie camera is great, not the best. Ultra wide is also very good but not the best in the low-light/night photography. Overall 10/10 as a camera phone. Display is the best, better than iPho...",5
GooglePixel6Pro,"This is my first expensive phone. I always used phones below 15k but now decided to buy a premium phone. iPhone 13pro, samsung s22 ultra and Google pixel 7pro were the top choices after doing all the research on the internet.All three have their own pros and cons but when you compare value for money pixel is the best and it's Android which is a good thing. The camera is the best no complaints. It even beats iPhone in still photography for video iPhone might be better and tele len is not as ...",5
GooglePixel6Pro,"VALUE FOR MONEY AT 75K to 80K (I got it at 75K in card offer)1. Camera top notch(no comments 😉).2. The battery backup can be improved a bit more by the software update.3. A lot of things are handled by the system(pixel 7 pro) compared to my previous OnePlus mobile.4. The design is awesome no doubt (i have Hazel).5. Performance is so perfect that there is no need for an SD 8Gen chipset, This has the most and the best chipset i have ever seen till now.6. No major bugs till now, yaa ...",5
GooglePixel6Pro,Camera:Google pixel 7 pro nailed it. The photos are really awesome. With telephoto lens you can zoom upto 30x and get clear sharper images (see my attachments 5x 3 images) but the cinematic video blur is not as expected.Battery:There was increased power consumption with the phone  but after November update battery stays longer.OS:User experience is so cool and worth it 😎 Just play around.Tensor G2:This has a lower benchmark than other flagship smartphone though the performance is t...,5
GooglePixel6Pro,"For the first two days, the battery was draining fast but after that it was good. Charging speed is a concern as it will take up to 1 hour and 50 minutes. The phone is slippery, so better to have a nice case. The camera is awesome, Video is pathetic. All other camera modes are interesting, especially astrophotography.  Since it's the latest OS 13, some of the apps did not work correctly, so I need to report the developer of the app individually to make them work like terabox, the OneCard app,...",5
GooglePixel6Pro,"Simply awesome, upgraded my phone from honor 9i and i am more than satisfied and happy with the purchase. Update 1. Battery is draining very fast.Update 2. Cameras are awesome so are the display, UI and software. And i heard reviews that pixel is not for hardcore gaming. Well the games run as a charm, heard that prolonged gaming sessions may have long term effects on the tensor chip.Update 3: Found out that the metal coating on the camera bump will get scratches, better get a skin",5
GooglePixel6Pro,I would say stay away from pixel. To those considering buying I just got pixel 7 pro from flipkart and it will just take away your peace of mind. Keep in mind the following issues1) There will always be a slight yellow tint which will never go away.2) The off-axis color shift will  never make you adjusted to one color.3)Wifi signal strength is pretty weak. I changed from one plus 7t and i would get full bars on wifi no matter in which part of my house I was in but pixel would always sho...,1
GooglePixel6Pro,Except display quality nothing was good. Finger print doesn't work sometimes. Face unlock works twice out of 10 times. In low light you can forget that there is face unlock feature. Takes minimum 2 hours to charge with original Google charger. Drains with in a day with normal usage. If you use camera for half an hour then almost your battery comes down. No good options in stock Android,1
GooglePixel6Pro,"Please don't buy this product it has very severe heating problem, when i got this phone on the day of delivery and rebooted  it started heating, then i installed some update of 400mb on the phone but heating is not fixed when u will open the hotspot it will start heating even when u use camera for sometime it will phone is overheated pls close the camera app. Earlier i was using Samsung mid range flagship phone so I found that software experience is also not good in this 76k of price i bought...",1
GooglePixel6Pro,"Overpriced, overhyped phone with sluggish, slow and featureless camera. Firstly it takes poor and blurry photos post which it apparently does magic called processing. It would have been better if it takes better photos first and then do it's magic.. unblur feature is very similar to the xiaomi's beautify. Makes the subject look like a plastic doll. Built quality is substandard, samsung m series or moto budget phones have better build quality.",1
GooglePixel6Pro,"It's not worth buying. Absolute rubbish. Loses signal at least 20 times a day. Takes 5 min for signal to reinstate. They've forgotten that a phone's primary purpose is calling/connectivity. Google support admits they've sold a phone that has defect and will fix it in future updates, but give no timeline. Don't waste your money.",1
GooglePixel6Pro,Remind me to never buy from google. I had a ridiculous experience with google and now i am stuck with the damn phone. I received a faulty piece and the stupid support said it is usage issue.and now I am stuck.,1
GooglePixel6Pro,Please don't buy this. White color is displayed as yellow. Even white text is yellow and it hurts eyes a lot. Google support did not address this issue and Flipkart rejected the return. No support but wasted 85K on this so-called flagship. Never expected such a bad display on this.,1
GooglePixel6Pro,"Within 45 days of purchase of the device, ie. on 02/01/2023, one of the two microphones of the device (the one on the top) stopped working!!! So much to Google's Flagship phone!Thanks to my previous phone which costed me only 20k, purchased 3 years before, which is still working as good as new, I'm able to continue my day to day phone usage. For a phone which costs a fortune, ie. Rs. 84,999/- at the time of purchase, WHAT A WASTE OF MONEY?!! I can't believe this is happening!!! I mean why d...",1
GooglePixel6Pro,Jio Esim constantly facing connectivity issues. Shows No service 80% of time.,1
DellXPS139310Laptop,Product quantity is good.It is basically 12th generation laptop from the company Dell.I have previously used dell laptop.It is a good brand by performance and efficient.,3
DellXPS139310Laptop,"overheating problem turns off automatically, battery over quickly, an very weak material 😞,in this price go for Asus laptop 💻",1
DellXPS139310Laptop,"Over heating! very disappointing dont buy guys save your money by puchasing other one, honest review please don't go and suffer!",1
DellXPS139310Laptop,The best laptop under 45k fulfilling all the basic needs go for it 👍,5
DellXPS139310Laptop,Bettery back up is not good and so much heatingVery bad product,1
DellXPS139310Laptop,I liked it but battery so fastly down without power but so good💕,4
DellXPS139310Laptop,"USING FROM PAST FEW DAYS , GOOD FOR OFFICE WORK.",5
DellXPS139310Laptop,Dell laptop Good for basic uses.,4
DellXPS139310Laptop,very good laptop for normal use,5
AppleWatchSE,"I was using Mi band 4 with my iPhone for almost 2 years. After careful consideration between the Watch SE and Series 3, decided to go for Series 3 as my first ever Apple Watch. Absolute value for money.Price comparison:During Prime day sale in July 2021, Watch SE after all discounts was costing about 22KDuring Flipkart sale in Aug 2021, Series 3 costed 15.5kSetup: Manufacture date was Aug 2020. Therefore the OS that might have been inbuilt during manufacturing was old. Took 2-3 hours to...",5
AppleWatchSE,"Absolutely fantastic build quality. Equally fantastic features. Classic Apple!Just like any other Apple product, it also carries with it, the 'apple feel', if you know what I mean.The only bad thing was, unlike other apple products, the watch came completely discharged.It won't power up no matter what I did. Then I realised, it might be a drained battery.Took more than half an hour to charge around 50%.Then came the upgrade to Watch OS8.All in all, took more than a couple of hours...",5
AppleWatchSE,"Love my Apple Watch for home, work or outdoor activities. Convenient for work to check on things quickly without having to look unprofessional by pulling out a cell phone. It’s nice for home to be able to multi task being a busy working mom and can cook or clean up while not have to worry about finding your phone and missing out on important messages or phone calls. My favorite is being able to ping your phone from your watch. I never have pockets and I tend to misplace my phone all the tim...",5
AppleWatchSE,"Currently i have fitbit charge 2 US version and completely happy with the product in terms of performance as well as its accuracy. But it became old and want to buy a new one with some extra smart features. Initially I thought of buying fitbit versa 2 but hesitated to buy it as its reviews are worst in india compared to the version in the US. And then one day, Flipkart reduced the price to 16k for 42 mm version. I bought it with so much confusion as price is too high for a watch. But after ge...",5
AppleWatchSE,"BEST WATCH EVER!I am an apple fan and i was so confused regarding the authenticity of the prouct on flipkart , But after getting a crazy offer in BB days i finally decided to get one. The delivery was smooth and timey and offf i am in love with apple . If you have an iphone and have a budget to get this watch then go for this blindly . The interface of watch is superb and features are really very handy and amazing. I admire this watch daily and thanks to flipkart for giving me such a deal a...",5
AppleWatchSE,"If you don't mind having the latest and greatest technology, then this is the smartwatch for you. The pricing is very good for what you get. Even though this may be an older generation of Apple Watch, that does not mean that it is obsolete or not compatible with newer iPhones. I have used it with my iPhone 11 without any issues. Beyond that, you still feel like you're getting an advanced smartwatch with almost limitless options. In my own opinion, this is the best option for apple watches due...",5
AppleWatchSE,"Here are some findings after using the product for over 7 months now.Battery- Easily lasts for 2 days with 5% still to spare. Mind you I had done a 5Km walk climbed multiple stairs in these two days.Call & Voice- very easy to hear and crisp voice when used as a handsfree, very useful while drivingFunction- vibrations and alert monitoring to change of HR, alert for time for meditation, alarms, and stopwatches worked like breeze. Calculate exact footsteps, unlike MI, Fitbit, and Honor bands....",5
AppleWatchSE,"First of all this is my first iWatch & i have got it for Rs.16900 during BBD sale. Pros - Size is good. 42mm is handy for men & for women 38mm may preferred. Display is great. Software is flawless. Battery is running 1.5 days in heavy uses.GPS is tracking very accurately.Built quality is best in market. Call function is very good. If you are making calls in a crowded area, the voice going through very clearly without background noiseCons - Activity tracking is not great, it calcula...",5
AppleWatchSE,"Big billion day made my wish come true. I kept this watch in my wishlist and in cart before the sale and surprisingly a drastic price down made sure I got this one. Smooth, classic and good looking smart watch. Initially stuck in snake screen but after minimum charge it turned on and this resolves taking my phone out while driving for maps or call or notifications. This watch manages calls which is as simple as that raising your wrist and speak. Battery management should have been better. Bar...",5
AppleWatchSE,"Delivery agent has thrown the product from grill gate to inside without even waiting for us to open the door. We called agent couple of times but left without even bothering. There are high chances of getting product damaged due to this.Who will be responsible if product is damaged, Also the product is not under exchange.You know how expensive a apple watch is. I didn't expect this from you guys. Not at all acceptable.SHAME !!! Pathetic !! Disguise!!!",1
AppleWatchSE,Received empty box of apple watch series 3. Very disappointed with flipkart. Already submitted complaint everywhere... hope they resolve as soon as possible ... seller you should also respond about these type of incidence,1
AppleWatchSE,this is the biggest mistake of my life. dont buy this pc of garbage. it doesnt even pair with iphone 12 or 12 mini. it stays stuck on preparing and then gives an error you are not connected to internet even though you are connected with wifi and mobile data. flipkart does not accept return for such faulty items. please dont buy,1
AppleWatchSE,"you guys sent me a duplicate Apple watch, not once but twice and you guys are not even returning my money back. just saying they are working on it. nothing else . no Calls or emails they just cancel my return and refund request thrice, and I have to call everyday your customers care helpline and waste 2-3 hours. they just say they are working on it.  return my money asap.",1
AppleWatchSE,Update just won't install. It is cheating by Apple and Flipkart. They should stop selling the device and stop cheating their long term customers! Without update the device will not start only.....and Flipkart doesn't have return policy!! Cheating cheating cheating!! All my money went down the drains!!,1
AppleWatchSE,worst purchase ever. never buy on big billion day people. I got a faulty device,1
AppleWatchSE,Don't buy this product. No update available. We cannot coonct with phone. No return option  Cheating from flipcart,1
AppleWatchSE,"To start with - I wish there was a zero star or in minus if possible. I would like to highlight one of the worst online purchase experiences I have had so far, with my recent purchase on Flipkart. During the entire process, I felt totally cheated by Flipkart.Flipkart was more than happy to gobble up customer's hard-earned money, without any second thoughts and didn't even bother to address the grievance of a customer....I bought this apple 3 series watch... Size isn't fit for me.. i need ...",1
AppleWatchSE,Dont buy any thing from filpcart I received the toy watch in a box of Apple Watch,1
BoseSoundLinkRevolve+WirelessSpeaker,"I’m writing this review after using it for a week.First thing, the design & build quality is really good. Very hand, easy to carry & at this price it’s really worth. Coming to battery charging & backup: Honestly, it take a long time to charge this Bluetooth speaker. To charge this thing from 40% to 100%, Approximately it took 4:20 min To 4:50 min. Which might be a bit hassle to wait until it gets full. Coming to the Backup side. Where there is a con, there’s pro as well. With a fully charge...",5
BoseSoundLinkRevolve+WirelessSpeaker,"Pros: * Nice sound quality (HD sound, professional one)          * Compact design (easy to carry)          * Multiple ports (Usb, Aux) ,and FM radio, Inbuilt Mic.          * All Controll switches          *LED indicator for on/off and charge (different color)Cons: * Automatic switching off (it will not awake if the speaker is not used for upto 10 min. It creates a problem for me: I use its mic to record classess, but it automatically switching off after 10 minutes without finishing the ...",1
BoseSoundLinkRevolve+WirelessSpeaker,"Changing the review after 10 months of use. Battery dead within 8 months now i am getting only 15 to 20 minutes of back up.A sweet Baby with loud & clear sound. Good enough to make health sound in the 10 mtr range. Reviewing after 1 month usagePros1. Loud & Clear sound2. Balanced bass & treble 3. Compact & good looking4. Easy to carry5. Good battery life, in 1 full charge may go 4-5 hrs continuous usage with 100% Volume6. Good build quality; looks strongFlipkart: Allow reviewers to ...",2
BoseSoundLinkRevolve+WirelessSpeaker,Not the best.. but satisfactory.. the bass quality just surrenders on high volume..  the jhankaar effect seems to be merging with voice and middle frequncy sound..  voice is of course clear that will make you remember  playing radio of 70s.. but still it looks better than its cheaper  challenger..after two years of use i am adding this to this review that portronics is such a brand that got only two service centre in india ..no chance that u will get a replacement battery ..the battery just s...,4
BoseSoundLinkRevolve+WirelessSpeaker,"Smooth and crisp sound with sufficiently loud and clear bass .... I am not a party animal, I need loud audio only in my earphones when I listen to heavy metal ... but I need music to accompany me 24/7 and so, I need my bluetooth speaker to keep playing Classical music for me even when I am working in the wee hours of the night when the volume needs to be very very low as I want no one to get even a tad disturbed .... it is at this very very low volume that this Portronics speaker gets switche...",5
BoseSoundLinkRevolve+WirelessSpeaker,Its good. I wanted FM radio.. else there are many other options in speakers.FM - Need to auto tune it first. It plays only 2-3 channels. Rest are not catchable.Buttons - they should have given 2 extra buttons for next file and prev file.. When i try to reduce volume it gets too low or changes track. That is annoyingThe thing on top seems like a button. I am scared someone will press on it.. There should have been a cover with slits for it. I had that in my philips speakers.The sound is...,4
BoseSoundLinkRevolve+WirelessSpeaker,"Delivered yesterday...This is amazing product, considering sound quality, bass.Its built quality is excellent.I didn't find any flaw in this BT.I have purchased it after a thorough search n review.It has lived up to my expectations.It has all what I had expected.Moreover the best thing is flipkart's fast n safe delivery even during this lockdown.Thnx to flipkart.🙏👍👍👍👍. Actually while purchasing online one has to compromise on some features as well.Let's see how it turns out to be in fut...",5
BoseSoundLinkRevolve+WirelessSpeaker,I bought it for 1600+ and its size is exactly equal to our palm size.it connect with all phones and there is no problem with it.sound is too heavy to hear and i was shocked the sound is really coming from the speaker but the problem is bass is not punchy and we can hear the song wording clearly but we can't feel the  songs like we felt in tv and phone.So overall i will give 3 stars You can go for better option then this even if it is costly just buy it. we need to feel the sound quality and...,3
BoseSoundLinkRevolve+WirelessSpeaker,Sound of this Bluetooth is so good! And it’s so cool that top of the speaker vibrates on Heavy beats which is quite unique. Sound of this speaker is quite loud. If I would play anything at full volume I can hear it in entire house. One thing I would like to mention is that this speaker lack in base. I had an old hp speaker which costs around 1500 and I’m very confident that this speaker does not match the base  of that speaker and is quite low which is disappointing. But still I’d say it’s d...,5
BoseSoundLinkRevolve+WirelessSpeaker,"I had bought this POR-871 on this Nov 2020 but it was defected from the USB port. Bluetooth, FM and AUX connectivity were fine but only USB port was damaged even it has again problem of showing battery percentage. Sometimes, it shows 100% and then suddenly changes to 50% and then after few minutes it shows 80%. I was wondering about my product so made a replacement request but again got the same defected product. New product had same problems so I asked to Youtubers and other users about the ...",1
BoseSoundLinkRevolve+WirelessSpeaker,"It is not working properly, its stop automatically during playing and creates so much disturbance.... Sound quality also not good according to me sound is like which give relax to your ear when u listen...sukoon mlina type.....One more thing for this product return time is so less ( 7days)Now I am unable to return it , due to this pandemic situation I have opened the product after 2 days of delivery and then after testing/checking each and everything and finally come to conclusion that it's...",1
BoseSoundLinkRevolve+WirelessSpeaker,It is not good for FM use . Not catching FM station signal smoothly . Also there are blank stations in between . I. Am using original Sound drum which is way good than this sounddrum 1.Also sound is coming from top side only where as sounddrum has all ways sound .Not happy at all,1
BoseSoundLinkRevolve+WirelessSpeaker,Dont waste ur money go for boateverything is ok except battery backup.on 100%volume it works for 1.5 hr then the battery low notification comes then spiker drop its volume to 50% then works for 1.5 hr so total backup is just 3hr in which it works in100volume just for 1.5hredited-after 2 months it not working properly at full volume the volume get fluctuating it makes me irritated,1
BoseSoundLinkRevolve+WirelessSpeaker,"The speaker does not stay connected at the time of calling(Such as Google Meet, Normal Voice Calling). After 10 minutes the speaker automatically turn off.",1
BoseSoundLinkRevolve+WirelessSpeaker,Battery backup is worst( battery is not charging 100%  it's stuck on 90% and connectivity issues,1
BoseSoundLinkRevolve+WirelessSpeaker,"Please don't go by the reviews.  It might be a good product. But there are only two service centers in India. Mumbai & Delhi. I received a defective product which I couldn't replace with in 10 days.  So,  I had to courier the product to service center for service with my own expense. Instead, I should have gone for a branded product which has service centers in all major cities.",1
BoseSoundLinkRevolve+WirelessSpeaker,"Sound is loud and clear. But the issue comes at connectivity, it automatically disconnects and switches off when connected to Bluetooth device. I specifically buys for teams call on laptop/mobile but product unable to fullfill it. Go for  JBL products",1
BoseSoundLinkRevolve+WirelessSpeaker,"Stopped working after 10 days , Used Potronics speaker before , It doesn't meet the expectations, waste of money .",1
NestProtectSmoke+COAlarm,"Damn such a great phone. Camera is really good, battery lasts long enough, super smooth even though its just 60 hz XDR display. Videos with action mode on are insanely stable and crisp.The night mode can take some really good shots jn low light conditions .The whole apple environment itself is so seamless. I shifted from android to iPhone and it barely took any time since I had iPad and a mac already. With a just a few clicks the phone was ready to go.",5
NestProtectSmoke+COAlarm,"Just awesome!!I switch to iPhone 14 from iPhone 12. The powerful chipset gives you smooth performance. No lags, no fancy UI, just delivers the best of it. Camera is best. Battery giving a full day. Speaker sounds wide and clear. Must buy!!",5
NestProtectSmoke+COAlarm,Amazing deviceI switch to iPhone 14 from iPhone 8. Great camera and power management full day battery backup. Sound quality and display also awesome. Just go for it if you have enough money,5
NestProtectSmoke+COAlarm,"Great phone with great capabilities 🔥Excellent camera 📸Processor same as my 13pro New blue colour is awesome ❤️I have :- 14pro . 13pro . 12. 12mini . Also new this one iphone 14 . One thing is common in all have , there is no lag till the date. The one thing I always said it is what it is🔥🔥",5
NestProtectSmoke+COAlarm,Best one. Have not used a better mobile than this yet. currently one of the best phone in the market.,5
NestProtectSmoke+COAlarm,I am so happy to have first time i phone 14. My experience is outstanding to have this phone.But i wanted to have i phone 18 fortunately i have this now.,5
NestProtectSmoke+COAlarm,camera is not as expected at evening as pictures are so dull and not bright.so much dissipointed when compare camera even with s21fe or one plus nord or other premium phones.at bright sunlight or in a bright light at night pictures are so good in portrait mode.selfies in low light are terrible. looks like camera under 10k phone.battery is good and last for day easily.performance is so good.display may be if 90hz it will be good at this price range.,4
NestProtectSmoke+COAlarm,Reasons to get it over regular 13- 50 percent extra ram- Better camera sensors- Cinematic mode at 4k 30 fps (13 could only do     1080p 30fps)- Action mode for super stabilised videos- Better low light photos thanks to photonic engine- Better battery life - Extra gpu core for high graphics performance- New improved modem for fast and efficient mobile connectivity - Dual ambient light sensors - Better camera flash- Crash detection - Satellite connectivity (though currently not in I...,5
NestProtectSmoke+COAlarm,I just love this phone  for the 1st time and the performance is awesome  just wow camera quality battery everything is awesome . I prefer anyone who can use this phone . Iphone using it for the 1st time never getting any problem . Just thank you Flipkart for providing me these at low cost as compared to retail shops . Thank you Flipkart and Apple . Just love it .,5
NestProtectSmoke+COAlarm,"Be Aware,Don't buy iPhone from flipkart.I recived faulty piece,display doesn't work within 3 days,no option in menu for return of phone and they don't accept other reason....terrible experience..now i have to use faulty phone after repair it..total lost of money..",1
NestProtectSmoke+COAlarm,Suddenly power off  every 2 -3 min and battery percentage changes and Flipkart not replace  mobile,1
NestProtectSmoke+COAlarm,Next time do a favour and do not buy iphone from flipkart as they are giving a duplicate usb cable which take hours to charge your phone. After complaining  a number of times they do not come up with a resolution,1
NestProtectSmoke+COAlarm,Build quality is very bad after days speaker is not warm fine,1
NestProtectSmoke+COAlarm,Battery performance too low,1
NestProtectSmoke+COAlarm,Don't buy..... More heating,1
NestProtectSmoke+COAlarm,The display got damaged with green lines only after using it for ten to twelve days 😭😭,1
NestProtectSmoke+COAlarm,Bad refresh rate at this price point. It looks way too slow after using Android phone above 90 hz display,1
NestProtectSmoke+COAlarm,Battery very low time not supporting Flipkart,1
SamsungGalaxyA525G,Nice handset,5
SamsungGalaxyA525G,I loved it,5
SamsungGalaxyA525G,"Best phone , but new One UI 2.5 need some refinement",4
SamsungGalaxyA525G,Best Smartphone Forever ♥️♥️♥️,5
SamsungGalaxyA525G,Awesome phone with awsome configuration liked it very much,5
SamsungGalaxyA525G,"Ok product,over price only because of name Note",3
SamsungGalaxyA525G,Awesome  phone and best camera,5
SamsungGalaxyA525G,"Ok product,over price only because of name Note",3
SamsungGalaxyA525G,"Best phone , but new One UI 2.5 need some refinement",4
SamsungGalaxyA525G,Nice handset,5
SamsungGalaxyA525G,I loved it,5
SamsungGalaxyA525G,Best Smartphone Forever ♥️♥️♥️,5
SamsungGalaxyA525G,Awesome phone with awsome configuration liked it very much,5
SamsungGalaxyA525G,Awesome  phone and best camera,5
SonyWH-CH710NWirelessNoise-CancelingHeadphones,"In the advertisement it shows look and sound and base too good and battery 🔋,so I perchase and when I get it and i was very disappointed.1.no base at all2.very low sound at this price and advertising 3* No ENC when I tested on a call i asked about my sound on call it is very disturbed no noice cancellation work.4. Uncomfortable to hold with shirt and buds magnetic touch is very weired.# only I think the battery backup is good no 50 hr but 40 to 45 hr.I think my old one Dizo Bluetooth...",1
SonyWH-CH710NWirelessNoise-CancelingHeadphones,"Sound is low compared to other neckbands, but clearExtra Bass - this works great but was not necessary for it, instead it could have leverage of having Hi-Res AudioBattery life - 🔋- it's not 50Hrs, but more like 40-42Hrs continuously (without extra Bass/ dual pair), because the device is always on and standby Build Quality is good - but weight distribution is wrong for both sides, it automatically moves to the left side while walking",5
SonyWH-CH710NWirelessNoise-CancelingHeadphones,"Okay, I better than boult and boat of the same range, sound quality is much better. And i never tried neckbands that disconnects while the tip is joined, I must say it's a new experience and I like it, you don't need to manually switch to earpiece if for some reason the headphones is connected but not with u. Go for it.",5
SonyWH-CH710NWirelessNoise-CancelingHeadphones,Review after 2 Months of useThe first impression of this product is amazing. The first thing that you'll notice is BUILT QUALITY. The sound is way better than Boat and other brands. The battery life is awesome. I charge the earphone twice a week for 1 minute each time.,5
SonyWH-CH710NWirelessNoise-CancelingHeadphones,Oraimo is a good brandBut now a days oraimo lack his old operating like number calling featuresDouble tap centre button for last call and many more...I used oraimo before such great things missed in this product overall good go for it my honest opinion...Fast chargeBuild qualityPrice must be main highlight,4
SonyWH-CH710NWirelessNoise-CancelingHeadphones,Oraimo is the ultimate premium quality brand in india. Audio quality is next level by BT v5.3. Dual pairing working at same time. Battery 🔋 level is amazing charge once in a week is enough 🙂. Really excellent quality neckband brand. Not only this all accessories from oraimo is top notch. Thank you flipkart....Thank you Oraimo....❤️❤️❤️,5
SonyWH-CH710NWirelessNoise-CancelingHeadphones,"One of the best bluetooth necklace I have ever used. Very good sound quality, good base and the best part is that you can use it for long hours of music listening. The design ID is also very cool. Amazing battery backup. Overall, I would rate it 5/5 and would highly recommend it.",5
SonyWH-CH710NWirelessNoise-CancelingHeadphones,This is the first product which i buyed without any review on the app... Surprisingly found good as per my need..Battery back-up is around-40-45Hours-4/5Build Quality -4/5Sound -3.5/5- Full Sound Should be more rest all ok.Bass-4/5Design:-3.5/5 Neckband going one side due to weight distribution..,4
SonyWH-CH710NWirelessNoise-CancelingHeadphones,Bass and voice quality is best and the battery back up is great . I have been using this from 100% continuously and after 8 hours it's 90% . Only 10% used . Really impressive . And valued for money,5
SonyWH-CH710NWirelessNoise-CancelingHeadphones,Noise cancellation is fakeNo noise cancellation at all,1
SonyWH-CH710NWirelessNoise-CancelingHeadphones,Plz don't order ON OFF problems not working Sound lower plzzzz dont order,1
SonyWH-CH710NWirelessNoise-CancelingHeadphones,"In the advertisement it shows look and sound and base too good and battery 🔋,so I perchase and when I get it and i was very disappointed.1.no base at all2.very low sound at this price and advertising 3* No ENC when I tested on a call i asked about my sound on call it is very disturbed no noice cancellation work.4. Uncomfortable to hold with shirt and buds magnetic touch is very weired.# only I think the battery backup is good no 50 hr but 40 to 45 hr.I think my old one Dizo Bluetooth...",1
SonyWH-CH710NWirelessNoise-CancelingHeadphones,On off problems,1
SonyWH-CH710NWirelessNoise-CancelingHeadphones,"It has an connection problem, it wont connect to phone 📱",1
SonyWH-CH710NWirelessNoise-CancelingHeadphones,Not working mic work onSongs work on,1
SonyWH-CH710NWirelessNoise-CancelingHeadphones,With in six month speaker not working even one year warranty no one responded Me properly very poor,1
SonyWH-CH710NWirelessNoise-CancelingHeadphones,My friend Oraimo earphone 4 so good ... Why me Right side ear bud not clear... And also sound like beeps that's  very bad .... Box damaged...,1
SonyWH-CH710NWirelessNoise-CancelingHeadphones,Bad product vary very bad product.,1
GooglePixel5,I'm giving my review after 16 days since I got this phone. pros: -1. Camera is too good. the image processing of pixel 6a is awesome. The portrait image of this phone is like a DSLR camera. Its night mode is also good.2. Music:- the speakers of this phone are very good with an awesome base from the calling speaker.3. looks:- the look of the phone is so premium. even if the back panel of pixel is made of plastic no glass but it still gives a premium feel. 4. size:- size matters a lot...,5
GooglePixel5,"Disappointing experience with Google pixel 6a:I recently purchased the Google Pixel 6a with high hopes, but unfortunately, my experience has been far from satisfactory. Several key aspects of the phone have left me thoroughly disappointed, including the fingerprint sensor, stock Ul, lack of customizations, absence of face lock, and the inability to record calls.First and foremost, the fingerprint sensor on the Pixel 6a is highly unreliable. It often fails to recognize my fingerprint, requ...",1
GooglePixel5,"I recently had bought a Google Pixel 6A, and I must say, it left a lasting impression. With its blend of impressive performance, stunning camera capabilities, and seamless user experience, the Pixel 6A has certainly raised the bar in the mid-range smartphone market.Starting with the design, the Pixel 6A boasts a sleek and modern look. The compact form factor feels comfortable to hold, making it easy to navigate and operate with one hand. The vibrant OLED display delivers rich colors and sha...",5
GooglePixel5,"The Pixel 6a is a fantastic mid-range smartphone that offers a great combination of features at good price. One of its standout features is the excellent camera quality, which rivals even some flagship devices. Whether you're capturing stunning landscapes or taking detailed portraits, the Pixel 6a consistently delivers impressive results.In terms of design, the Pixel 6a boasts a sleek and modern look that feels premium in hand. The device has a solid build quality and a comfortable grip, ma...",5
