,ProfileName,Score,Text
16507,"Susan C. Brown ""Susan""",1,"Somehow I missed the word spice. I wanted Peach tea, but this is black tea with clove and orange peel flavoring.  I wanted to get off of black tea as it  can cause low hemoglobin which is not good for folks who want to donate blood regularly.  Unfortunately, although this is advertised as peach, it is just black tea."
205144,"C. Baker ""cbaker""",1,"Eclipse is a rather lame sugarless gum and has a rather rubbery consistency.  I have chewed through several packs of different Eclipse flavors and this gum just doesn't do it for me.  The pieces are kind of small so I chew two at a time and the flavor lasts all of  five seconds leaving you with just this rubbery, not very fun to chew gum in your mouth.<br /><br />The Peppermint flavor is pretty tasty at first but the flavor disappears pretty fast.  The only very, very minor advantage to this flavor of Eclipse over others is that the hint (very, very minor hint) of Peppermint stays with the gum for awhile.<br /><br />I probably will try other brands of sugarless gum.  Eclipse just doesn't do it for me."
84366,Popeye69,1,"PURCHASED AS A GIFT FOR MY WIFE. LOOKED GREAT ON ARRIVAL AND WENT DOWN HILL FROM THERE. THREE WEEKS LATER ALL GONE, UNLESS YOU LIKE MINATURE BROWN TREES!  IF I TOOK CARE OF IT I'D EXPECT THAT OUTCOME. BUT MY WIFE HAS A GREEN THUMB AND REALLY TRIED TO SAVE IT."
450582,pentafail,1,This is the first time I try canned eel. It was the worst eel i've ever had.<br />Another thing is that each 3.7 oz serving contains 50% daily fat.
29585,Phare Camp,1,"The first pan was pretty oily, in fact I think the oil weighed more than the kernels. In the second pan I used only half the oil that came with it, it popped the same as the first pan and would have tasted good except for the extreme amount of salt.  this popcorn is so salty I couldn't eat it and my husband who is a salt addict even complained about too much salt!  I will add that the butter flavor does not taste like butter and has a very slight chemical aftertaste. I bought a case so we have a great deal to use yet.  in the future I'll try to sift the salt out of the popcorn before adding the kernels to the pan.  there were many old maids and the popped kernels were not as big and fluffy as Redenbacher's.  Also one pack only made about 1/2 pan of popcorn in my whirley-pop popcorn maker which is too bad as i had hoped it would be just the right amount.  I'm very disappointed in the quality of this popcorn.  At the price I expect a so called gourmet popcorn to make a whole pan, taste better and pop fluffier than what I can get from grocery store kernels."
281872,J. Calderon,1,I was also expecting something more akin to the Green Mountain 'Island Coconut' coffee - an aromatic coffee that tastes like coconut - this is NOT remotely close. Doesn't smell or taste very good and the coconut flavor or smell is almost non-existent. Don't waste your money.
184099,"Gösta H. Lovgren ""http://www.SwedesDock.com""",1,"Don't waste your money, even more importantly, your time. They leak badly, don't seal so water just shoots through the cup not giving any time for coffee to brew. Grounds in the coffee. A Terrible waste of time and money.<br /><br />Go back to EZ filters."
388744,quanarose,1,"The Badia Cilantro, 0.25-Ounce (Pack of 12) has very little taste and, what flavor there is, doesn't resemble cilantro.  It is reminiscent of a stale oregano.  This was a very disappointing purchase and I won't be buying any Badia products again."
58734,K. Ledbetter,1,"I like the idea of a chemical-free cleanser (especially if it smells good). But it didn't. The first day I used it, I got PAINFUL acne! I've never had painful acne before or since!!! It broke me out big time and it smelled like rotting pineapple. Gross. Please save your money and don't think twice about this product."
38015,"P. Boatman ""NonCharon""",1,I planted mine in a separate area next to my yellow and mixed color sunflowers and they never sprouted. (shrugs)  I wonder if I got an old batch of seeds.
161502,crystal,1,"I received this chocolate yesterday, from the clear plastic box, you can tell there are green/white mold coming out of the chocolate. It is so gross. I am so glad i didn't send this as a gift to my friends and family. I will return this immediately. This makes me question the credibility of this seller. Buyers should watch out. And plus you can get the same exact box of chocolate in Walgreen this week for only $7.99. I think this seller are way overpriced."
514969,D. Gleave,1,"When I saw the price of this Coffee Mate I couldn't believe the price, I can get the same exact size at my grociery store for $6.99 for 3 that would be $20.97 they are asking $37.99.. I like coffee mate but not at your price, sorry this is not a good deal...."
88697,Speedy,1,I'm an avid gum chewing person who has been trying to switch over to natural sugar free gum.  Initially I purchased this product due to the price being cheaper than it's main competitor spry.  What a mistake that was.  Actually this product is no cheaper after you spend 4.99 on shipping and also count in the additional time you have to wait for the product (4 -5 days) to be delivered.  The product tastes great initially but after about 5 minutes of chewing it tastes like crap. It leaves a very nasty after taste in your mouth. I'm forcing myself to chew it so I don't feel like I've wasted my money but it's not worth it.  The Spry gum tastes soooooo much better and it lasts.  Also I've tasted the variety of Spry flavors and they are all good.  So my final recommendation is to save your money on this product if taste matters. If it doesn't matter and cleaning you teeth is the key issue then go right ahead and torture yourself.
87289,"MJA ""Curious Mind""",1,"I own a bread machine and use honey for my whole wheat loaves.  This product works great for a few weeks, but then something happens to the honey.  It gets thicker.  (And this was in bottles that were sealed and unopened).  This resulted in my bread not mixing properly.  The dough would get clumpy and would not blend together properly.  I had to throw out half of the honey."
19719,LadyK,1,"I believe the concept and the intended combination of ingredients is nutritious and may be delicious BUT not in this little package.  My 11 month old daughter took one bite and literally spit it out.  I tasted it and it was so lacking flavor.  I'll be making this combination for her on my own in our Beaba BabyCook.  The other fruit and veggie combinations are great, but this offering missed the mark completely."
87779,Mileseymom,1,"There you think the name Rachael Ray would be associated with a high quality product.... it isn't. Perhaps Rachael doesn't know what a high quality ingredient is.<br /><br />Nutrish is full of fillers and allergens, though it says No Fillers on the packaging. Brown Rice is #8 on the ingredient list, which means there's hardly any brown rice in it. One of the main ingredient is Brewers Rice. Corn and soy are allergens + dogs cannot digest corn.<br /><br />***Brewers rice is the small milled fragments of rice kernels that have been separated from the larger kernels of milled rice. (AAFCO definition).[1] Brewers rice is a processed rice product that is missing many of the nutrients contained in whole ground rice and***<br /><br />I received samples of this food sent to me by the manufacturer. The samples were past the expiration date and the ingredients of the product are not good enough for my dogs. I'm sticking with Innova."
527069,Diem,1,"i've switched to Earth's Best since..Organic Brown Rice Syrup is the main ingredient and reports have shown that Organic Brown Rice Syrup: Hidden Arsenic Source.<br />This formula is VERY sweet, like a milkshake. Beware!I'm very upset bc i pay a lot of $ for organic only to find there's hidden dangers such as arsenic.<br /><br />[...]<br />[...]"
441414,JB15606,1,"I just bought the Yummy Earth Vitamin C pops 30 oz container as both Halloween candy and for myself to enjoy. The item flavor description is different than the flavors I received. So, just be aware that this might be the case before you buy.<br /><br />I find it completely ridiculous to just notice that someone negatively reviewed this problem 11 MONTHS ago, and they STILL have not corrected the problem! Get on the ball, Amazon and Yummy Earth!<br /><br />It states that the lollis are currently, ""Razzmatazz Berry, Tooberry Blueberry, Strawberry Smash"", AND then a, ""Mix of sour apple tart, pomegranate pucker, mango tango, tooberry blueberry, googly grape, strawberry smash, very very cherry, wet-face watermelon."" ??? This is both confusing and inaccurate. I didn't even notice the ""Razzmatazz Berry, Tooberry Blueberry, Strawberry Smash"" part when I ordered them, I just assumed it would be the latter, old assorted mix I've been ordering for the last 2 years. In any case, neither flavor description ended up being correct. What I actually received was just 3 flavors: ""Tooberry Blueberry, Razzmatazz Berry and Very Cherry"". I don't like any of those flavors, so it was definitely disappointing.<br /><br />You can't return grocery items, which is another hassle, but I called customer service and they were nice about sending me a completely new container for free supposedly containing the original variety assortment. Still, it seems like bad business and an unnecessary hassle; just get the description right -- so we know up front what we will be actually buying! If they have to replace enough inaccurate orders and lose money on them, maybe that'll be the final catalyst they need to change! So, hey! Extra free Halloween candy! Order away! I'll take this down when they accurately, finally update their description..."
442254,21st Century Hermit,1,"Pros:<br />- Dark as Advertised<br /><br />Cons:<br />- Lacking any hint of chocolate flavor<br /><br />I'm comparing this product to two store brands by Kroger and Walmart. Both of which have a distinct bitter-sweet chocolate flavor. This syrup has no hint of chocolate flavor, in fact no flavor at all. This is simply dark goo with nothing to excite my taste buds.<br /><br />Hershey . . . back to the kitchen!!!"
326021,30378wby,1,"Based on the previous review and some web searches this sounded like an ideal product to replace salted peanuts, chips, whatever as a snack.  I took one bite from a packet and forced myself to chew the styrofoamy like texture and rotten off-fish smell.  Later that day I tried to see if my dogs would eat them and got nauseous opening a packet for them.  No, they were smarter than me and just sniffed them and walked away.  This product may be wonderful for your health but I hope there is a tasteless pill that can do the same thing if we have to get health from this.  So if someone likes this stuff I have 198 packets that I would be willing to send free of charge to the first one to email me via amazon."
81143,M. Matthews,1,"This used to be my favorite cereal. It had fiber, good taste and texture but in the past year or two they started making it sweeter and sweeter. I don't like sweetened cereal. At least with an unsweetened cereal I can choose to make it sweeter myself. But if it is too sweet out of the box there is no choice to make it less sweet. I contacted the company and told them I didn't like how sweet they had made it now. They denied that they had changed anything. They lost me as a customer after that. I was buying 6 boxes a month for almost 2 years straight. I stopped. I waited a few months and decided to try again to see if they had changed their recipe back the way it used to be. I just opened a new box and it is still sickening sweet for my tastes. Goodbye Nature's Path. If I wanted super sweetened sugar cereal that is what I would have bought! Anybody want free 6 boxes? You can have it!!! Yuck!"
173613,Amazon junkie!,1,"A lover of Celsius for many years...this is by far the worst product I have ever tasted. It is like bitter medicinal apple juice...I would give it zero stars if possible. Bought a 12 pack...threw out an 11 1/2 pack. Seriously...not sure if the formula is off or the Stevia isn't integrated properly, but it is flat out terrible!Do yourself a favor and get Orange or Wild Berry...or the teas, all of which are really good!"
148059,"bman ""beez""",1,"Good price but, not the aromatic chai I thought I was getting....... smells a little like shoes?"
545677,Linda,1,"I read the reviews, but thought how bad can this tea be! It is totally tasteless, not how it should be."
370982,Julia,1,These are the first Hi-Chews I've tried. Got them from a local store. The taste is terrible. Maybe others are better.
403828,photo1,1,The milk arrived quickly and all seemed well at first. Until now my daughter points out that the expiration date is 30-Nov-10. I ordered these in July 2011! Would like a refund or an exchange but dont' want to pay to ship them back.
161132,wdecki68,1,"Great product, however, was under the impression that the pack of 6 was coming and not just one canister.  Disappointed."
321047,nbar,1,"I am disappointed with the amount of time it has taken Amazon to fullfil my order.  I paid an incredible amount for shipping (near $17 for 5 items) as they were not all covered under super saver shipping.  It has taken nearly 3 weeks to fill an order and get it sent to my house.<br />Overall, I feel it is unacceptable and will most likely return the product because I will not have it in time for my party.<br />Very disappointed in Amazon this time around!"
374798,Luis Luna,1,"These lollipops are not original Chupa Chups, the taste is very different. They are made with water and sugar. I do not recommend its purchase."
33942,Alley,1,This tea smells so bad I cant get the smell outta my house.  I know Valerian root doesn't smell like roses but this smell is putrid.  The affects work ok but not the best
88557,drinker,1,"The only mint I taste is natural flavor, that's not mint. What's up with sugar and honey in it too. This make it too sweet. If I want sweet, I'll get the Southern style tea. Try some organic mint for a change and see the different."
457273,"AmeliaJade ""amyleigh74""",1,As soon as I opened this the smell was overpowering. It has such a terrible smell. My youngest and I got the batter for chocolate chip cookies all put together and then he wanted a taste. He always wants a taste of the cookie batter before we put it in the oven. He took one taste and ran to the sink and starting spitting and then put his mouth under the faucet. I decided to take a taste and could't believe how terrible it was. I would avoid this if you are looking for a gluten-free flour. There has to be a better brand.
280729,Cailoe108,1,"The product description and listed shipping weight (12.7 pounds) made me think I was getting an amazing deal on a 12-pack of green olives, but I only received one jar.  Too good to be true, I suppose!<br /><br />I also took a chance on the Kalamata olives from the same seller (PTOmart/Saucier Enterprises, though I see that the seller for the green ones is now listed as Tropical Traditions), which didn't mention 12 jars but listed the ITEM weight at 10.8 pounds.  But the SHIPPING weight is listed at 10.1 OUNCES, which makes sense since I only received one jar of those as well.  I'll take the blame for that one...<br /><br />Anyway, hope this helps someone avoid the same mistake(s)!"
109013,Raulrocks,1,"I am SO NOT happy about purchsing this item. It is NOT as described. What the description says is ""Italian Basil, Purple Basil, Chives, Dill, Mint, Parsley & Thyme,"" what I got was Genovese Basil, Thyme, Mint, Lemon Basil, Oregano, Dill, Global Basil. I'm EXTREMELY angry that I did not get what I ordered. If they were going to make a substition, they should have asked. If automatic substitions are their policy, they should state that in the description. If the description is wrong, THEY SHOULD FIX IT. This item has been listed with this description for MONTHS before I purchased it. If I had wanted 3 kinds of basil, I would have purchased the basil mix. I expressly wanted the chives and the parsley. Buyer beware."
477999,"Vickie D ""songli98""",1,"This product had an unannounced ingredient change. Chicken was added, which caused huge problems for my dog. The representative at Purina wrote back in response to my upset email to advise me they only changed the ingredients to the canned EN. Totally false statement. I had written down the 1st few ingredients in the beginning and I made a comparison when my dog got sick. Totally unacceptable!"
68127,Eddie Wannabee,1,"Probably geared for the revolution, cutting edge ""let's ban mayo-type advertisement"". Picked up by mistake and found it sweet and far too intruding to compliment any dish, specially sandwiches or salads. Obviously I am not cool but I can assure you my taste buds know by instinct what is repulsive at first taste and this one, miracle whip, can not compete in my kitchen. Got so aggravated that I returned the product to my local market claiming about a ""funny taste"" which saved me, cheap cheap me, the money spent."
461414,Richard Butler,1,"I really love these nuts and have been eating them for the past twenty five years.  This was my first experience receiving old nuts which were far below the standard I have come to expect.  Instead of a nice white they were brown.  They were not as flavorfull as in the past and I suspect they were just starting to go bad.  The flavoring was clumped instead of being evenly distributed on the nut.  They left a bad taste in my mouth.  I thought I would get a box of six as I have received in the past, but instead, I received six individual cans which were repackaged in plastic.  There were no expiration dates since they were repackaged.  It makes me wonder if they were repackaged because they had expired.  I'm truly disappointed."
44743,RFB,1,"Not only does it have bad ingredients like artificial flavor and artificial sweeteners, but it tastes HORRIBLE. There is no redeeming value in this product at all. It's going in the trash."
117879,melissa anastacia kennedy,1,ABSOLUTELY  the worst peanutbutter i've ever tasted! Dont waist your money!this product is worse than dog food! and the smell is even worse!
225933,Marcelino,1,"I was not happy with this product, for several reasons. First, it did not have a ""Best by date."" Secondly, I could not find the maximun acidity percentage on the bottle. Finally, the product did not have any superb taste, but was rather bland. It was also watery when I poured it for dipping. I am sorry but I will not buy this product again."
115404,Cynthia,1,I wanted to avoid using food coloring due to it containing the ingredient red 40. So I used this powder to color my cake red well it did not work. The color of the red velvet cake was light brown; this powder does not work for cakes.
209830,Salinwa,1,"I finally decided to order a package deal knowing I could get stuffed sole (scallops and crabmeat) with steaks as well as various other things. Tried the steaks first and while I was disappointed with the size I do say they are way more properly portioned than what I usually get. They are quite thin and are okay at best but definitely not worth the money. Next we tried the potatoes au gratin and I liked that they were different than the sliced stuff in a casserole dish I remember having as a kid (never liked them before) but these were potato balls and while they looked really good they fell short of what I was expecting and my expectations were not that high. One of those deals where the first bite is pretty good and it just goes down hill from there ~ by the time I was done with the first one I didn't care to eat the second one. They seemed like processed frozen food rather than a gourmet type item. I had just always thought ""Ohama Steaks"" and figured for the price everything would be that of a high-end steakhouse in quality but it isn't even in the ball park of a high-end steakhouse.<br /><br />So... what has prompted me to finally write (I wasn't going to) was tonight I tried the stuffed sole. I had one a while back ""just to see"" and while it seemed really bland it was so-so, so I thought I'd prepare a side dish (my own mashed potatoes) with it this time and give it another shot. (I'm a nut for anything crab and scallop.) Being hungry I baked 2 of them. Again I was disappointed with how bland it was but when I started finding BONES in my mouth that was it. BOTH of them had little bones.<br /><br />It was obviously a waste of time and money and I don't even care about the rest of the food. I may try to see if I can give it away. I am simply not interested and having paid that much money for this stuff and it tasting like some cheap clearance item, not to mention the BONES!! That is just not acceptable to me. I'm glad it wasn't one of my kids eating it."
550212,Sagnamon Taylor,1,"No Kona taste, just bitter burned beans, general taste like any cheap brand French Roast<br />Since they require 20 words, I would recommend Caribou or Starbucks mild over this one<br />Enough said."
256536,"Melanchthon ""melanchthon""",1,"Uch, I had never tried anything like this before, and never will again. I'm sure it has lots of health benefits but it tasted like blechy, sparkly sludge. Think I'll stick to diluting sparkling water with juice."
28742,A. Chapman,1,these are only half the size of the pixy stix I ordered 6 mos ago.  1/2 ounce each. That translates into a heck of a price increase.
17216,greta1951,1,"these chips were way overpriced for what you get.  i bought them for a special recipe, but in retrospect could have used andes candies and saved a bundle."
292417,mike from oklahoma,1,"Well, I just tried B&M Brown Bread and it was nasty. when i first bit into it i thought it was ok. Then the after swalloing it it left this after taste that was terrible. The only thing that ive ever eaten that has had the same taste was some mold that was in a bag of shredded cheese i had just bbought.  In other words this product is nasty."
501202,al,1,"This item is literally $10 more than what you can buy it for at a store.  They sell it at Target for $3 or $4/box.  I mistakenly thought I was buying a ""bulk"" item because it was so expensive.  My fault.  But, when I asked about returning the product they said, sorry no, we believe this is a good price for this item, but if you would like we will offer you 10% off on a future purchase!  Hmm..., I don't think so.  Buyer, beware with this company, make sure you do your research first.  I did not and I payed the price."
478601,Mike S.,1,"The tea tastes OK, but 80% of the bags are torn in the same place (a crease between the sides, on one side of the bag).<br /><br />If I don't check first, I have a cup of tea leaves floating around.<br /><br />I sure wouldn't buy this again. Typical Chinese quality. Now that I've seen the defective manufacturing process and lack of quality control, I'm kind of scared of what this stuff is made of (in China!)."
142931,K. Brooks,1,"I was so happy to find organic tomato sauce available online! However, when I first ordered the product, 9 of the 12 cans were badly dented (multiple, deep dents). Amazon kindly sent me a replacement. It just arrived, and 5 of the 12 cans are severely dented. Amazon's boxes look fairly sound; I think the problem may have occurred before shipment to me, as the dents were not confined to the cans on the sides of the pack."
99926,Smock76,1,"This is the 1 lb. sample size, and it goes for 8 bucks and some changes. I guess that isn't bad, except that it comes with a big sign on the front that says ""SAMPLE SIZE - $2.99"", and then there is a coupon on the back. Total ripoff. Don't order this. Just go to the store, buy the sample size, and save yourself 6 dollars and waiting almost a week."
322778,Cameron F,1,"This product is falsely advertised by Kellogg's as some kind of ""Healthy Snack"", using words like ""Antioxidants"" and ""35% Fiber"" on the packaging.<br /><br />After reading the ingredients, you will realize it is nothing other than POISON!! It contains several kinds of Hydrogenated Oils, Artificial Flavors, Colors, Polysorbates and other questionable ingredients.  Tell Kellogg's ""NO THANKS"" by boycotting its poison!"
215777,Doug,1,All my cans were smashed up and one was open. Reminded me of the opening scene in Ace Ventera pet Detective. Its was that bad. Dont think Ill reorder. Maybe go with C2O heard thats the cats pajamas.
104747,rosalie hanecak,1,"this is the worse coffee i have ever drank, i would not buy this coffee ever again,<br />in fact i could not even give it away, so i had to throw it in the trash,everyone in my family uses k-cups but they did not like this coffee,"
445360,Marilou Baughman,1,"Of the four Walden Farms products I tried, this was the best, but it was still terrible. I threw it away."
421047,not really saying,1,"This is the Sam's Club house brand, available from any Sam's Club for $2 a can (5 cans for about $10 really). Who on earth would buy Sam's Club housed brand canned chicken through Amazon? At $8 a can? Ouch.<br /><br />Vendor is obviously a scammer taking advantage of Amazon Marketplace."
441227,bd,1,"I must say I was excited to find sugarfree gummy bears, but these offer nothing less than a gastric frenzie and hangover to boot.  My head pounded for hours after eating these, not to mention the gas.  I did read the other reviews, but thought perhaps they consumed too much, or were just sensitive to the sugar substitute.  I must say there is no exageration in their claims.  The taste is ok (not great - there is an aftertaste), but having one handfull can make the rest of your day miserable.  I threw mine out and wished I had bought a smaller bag to try first."
54783,"Cee Tee ""If it's GREAT...I'll tell ya!""",1,"I promise that this oil smells like bacon. I just received my order today and opened it to use, I put a small drop in my palm and began to rub them together to apply it to my face and NO WAY....NO HOW....it smelled like bacon. I buy coconut oil all the time and it NEVER smells like this! I am soooo very disappointed in the quality of this product....I WANT A REFUND!!!!"
185244,kangas3,1,No pumpkin or spice flavor at all. Worst Pumpkin Spice coffee EVER. Will never buy again and will NEVER recommend
116078,"C ""Hot123456""",1,"Just tried this sauce and simply put it's terrible. How can anyone even call this a Hot Sauce? The garlic flavor is bland and watered down, there is virtually no spice, and the consistency is cream-like. I just put my full bottle in the garbage. Save your $$$."
245820,Jayson D. Kacz,1,"Ive been on amazon since 2007, and I've ordered over 500 items. This is the first review I've written. I read the reviews on this item and I figured the seller would learn to try to put many different sampler items in here. When I opened the package, there was only 28 total K-Cups, and 12 were the horrible pumpkin spice flavor I couldnt get rid of to save my life. EXTREMELY upset and I feel ripped off. Avoid this seller at all costs. Got a MUCH better deal at shoffee.com"
220631,fltwoway,1,I purchased a case of these in October 0f 2011 which has an expiration date of August 2012. I opened the case today and found they were all full of worms. This product has no shelf life so I urge you to avoid purchases in quantities for use at future date. The manufactures web site has no clearly defined path to resolve the issue so I will call them tomorrow and update this post.
199142,baricken,1,This item is not worth the price as it is only 2 lbs. worth of candy. You can get a 4 lb bag at Walmart for less than $9.00 and afford to throw away the flavors you don't like. This item would be worth 5 or 6 bucks.
506757,Michael J. Notsch,1,"sent a case of this product to my brother,he stated numerous cans had tops dented and crushed. thank you ups. i ordered a case in glass bottles a short time ago all were intact.sure am glad i didnt have same driver it would have benn a real mess"
319405,Me23,1,"I did not get to taste the worms, because when they got to me, the package was OPEN and worms were all out in the cardboard box! Gross! I returned them, but noticed that the plastic container they come in LOOKS like it has a seal on it, but if you try to open it on the opposite end, it opens. So, I didn't know if they were tampered with. I am very dissapointed!"
451532,September23rd,1,"I bought this item because I had eaten the original peanut butter protein bar for years, but was sad to see it discontinued, and really happy to see it out again. I ate one and noticed immediately that it tasted totally different. I reside in Canada so I know that south beach was owned by Kraft and this was definately not kraft peanut butter. Sure enought I looked all over the bar and its not made by kraft anymore. Not only that, but its loaded with sugar and carbs which the old bar was not. This was made to be a low carb high protein bar originally and now its just another granola bar. Wont buy again, and am disappointed that this new company would put the South Beach name on a product that is nothing like the original."
42202,Rick Maczko,1,"I was in a hurry as I shopped at my local pet food store late on a Saturday night.  My dogs needed dog food.  I buy a high quality dog food, it's ingredients contain everything my vet wants me to be feeding me dogs. I also wanted to get them some special treats. But in my haste I picked up a bag of these ""gourmet"" chicken breast treats.  Usually I read the label on everything I give my dogs.  Not this time, they looked healthy and were very similar to other chicken breast treats I normally buy.  Had I carefully read the back of the bag I would have immediately returned them to the shelf and moved on.  The words on the back of the bag ""not for human consumption, wash hands thoroughly with soap and water after handling this product""-""made in China"" would have tipped me off!!!  I never saw these warnings until after my beloved jack russell became very ill only mere hours after eating one of these treats.  My vet wanted to know what had she eaten that was different?  I handed him the bag-he looked it over in horror.  My dog developed an obstruction from the treat, which caused bloat because nothing could pass, salmonella and e-coli poisoning, and an infection in her heart giving her a 4/6 heart murmur.  She had to undergo expoloratory surgery, 7 sets of xrays, 2 ultrasounds, multiple blood tests,an ecg and we're not done yet.  She is still in recovery, tests still pending.  This was one of the healthiest dogs my vet cared for before this incident.  Never had a health issue in the past, never a heart murmur.  At 9 years old most people thought she was 3 or 4.  I have been told the heart murmur has been caused by the infection settling in her heart, which is now irreversable.  Which means if she makes it through all of this her life expectancy just went from 16+ to 10 or 11.<br />My vet cultured one of the treats and could not believe what disease and bacteria it was loaded with.  I cannot believe I took such good care of her for 9 years and then put her through all of this suffering because I didn't take the time to carefully look the product over. Thank you, Cadet and IMS Pet Products for contributing to my dog's pain and suffering."
72427,"durkm ""durkm""",1,"Coffee was not vacuum sealed. Did not have that fresh coffee aroma which I would expect when I opened the bag. When I brewed it, the coffee tasted like dirt. Tried twice with different grinds and strengths, but there was no hope for it. Stale, flavorless garbage."
412712,Becky,1,"I purchased several cans of salmon in anticipation of wonderful salmon. Instead, after 1 can was opened, a visual inspection revealed vertebrae with lots of little bones. A small bite revealed a good taste of salmon, however the whole can was disposed of as it was deemed not safe to eat, due to the bones."
41306,amagal,1,"I ordered a case of Cracker Jacks. I selected this product because it showed as the ""old school"" packaging and that went well with what my client was looking to do. The product arrived quite late (which meant delivery of custom amenity gifts were late to the client). The packaging was incorrect - not the ""old school"" design that I ordered - just the regular design. The cracker jacks boxes themselves were crushed and looked terrible. The experation date was a month out (which means the product was quite old because cracker jacks have a long shelf life). The product inside the boxes was so hard and stuck together - wach box had a hard rectangular mass of carmel corn.<br /><br />I did send an email when it was late and the apologized for the late delivery.<br /><br />Terrible order experience overall. I spent a lot of money and now wish I had not."
499384,R. Page,1,"[...]<br /><br />Please check this out and DO NOT feed these to your pets.  Take them back to where you bought them and make them aware, MADE IN CHINA."
508484,SpicySlice,1,"I was really hoping that these would be a great treat for my dogs (both Yorkies).  Unfortunately, after give each half a stick, they both broke out with allergic reactions.  One Yorkie had redness and swelling on his upper eyelid and under one paw.  The other had a red swollen bump on his tail and they were both itching and scratching.  I obviously didn't given them any more of these treats and some benadryl to calm down the reaction they had."
293592,Ray,1,Biphenol A is still being used in the lining of the cans.  I used to eat those all the time but stopped when I found out about the chemicals in the cans...kinda defeats the purpose if getting organic food. Maybe they could use glass jars as an alternative?
317894,"Ross H. Reddick ""RossPDX""",1,"No apple flavor what so ever, has a horrible medicine taste and smells like medicine.  Who in the hell is giving this product five and four star reviews?!?!?!  This is absolutely disgusting."
101644,jamwriter73,1,"These cookies are bland and tasteless. The case has 24 packages in it. How am I ever going to use them up? I have friends trying to conjure up some recipes that I can cook to use them up. So far, the only thing we can think of is a crumb pie crust--but only if you add lots of butter and sugar. If you can think of a way to put these cookies to some use, please let me know."
381777,jharsanyi,1,"I bought this tea based on others' high reviews for it, but I threw it out after one cup.  it is totally flavorless.  It doesn't smell quite right either, it has a chemical smell.  I knew sugar cookie tea was too good to be true."
369988,Helen Miller,1,This is one of the worst gluten-free breads I have tried.  Fortunately it is also egg-free and dairy-free but I found the texture strange.
226706,cookielover,1,"I have tried several delicious gluten-free cookie mixes and this was by far the worst. I knew something was funny about this mix when I was adding the ingredients. The dough smelled exactly like Play-doh. The dough was extremely sticky and wouldn't come off my hands when I tried to mix the dough manually. After baking, the cookies were grainy and had a chemical-y taste. They were stiff and not gooey, like I prefer. I would not recommend this brand - if you are looking for a delicious, soft, GF chocolate chip cookie mix, try King Arthur brand cookie mix and add your own chocolate chips. I will not be buying this brand ever again."
163426,W. J. Reilly,1,"At first, it seemed to work but after a few days the squirrels attacked.  I was forced to spray every two days. Then, one day, just hours after spraying , I saw a squirrel romping through and digging in the sprayed garden,  So I.m back to seeking a real solution!"
52082,Susanna,1,"I was very unhappy to see that half of the cans in the package were not the brand that I ordered but Instead were unnamed cans that just read ""96% beef"".  I've ordered this product before and it was fine, but this time was very disappointing."
351231,"Rick ""cpto""",1,"I see that other reviewers mention the sucralose in this cocoa. I don't know if that's what causes the unpleasant chemical taste I noticed but whatever the ingredient is, it makes both flavors of cocoa from this company very unpalatable.<br /><br />This mix doesn't even start to compare to Carnation or Swiss Miss mixes, or those from Tassimo. Save your money. It tastes like it was made by a chemist, not someone who has ever tasted real - or even good instant - cocoa."
78381,"M. Mason ""bandzero""",1,"I have done considerable reading on olive oil quality and sad to say, there is quite a bit of adulterated oil on the market. I cannot determine the true source of their oil, but each of the three bottles I purchased had a very acidic bite to it: either the oil was rancid or simply of very poor quality. Good oil will have a smooth buttery quality to it --- you can sip olive oil with the same delicateness of palate as you would wine. This oil however completely fails this test."
191835,"E. Townsend ""artyem""",1,"Almond flour is the very last ingredient, so I bet there is just a trace amount.  This is NOT almond flour, it really has deceptive labeling and fools lots of people who buy this expecting it to be almond flour."
25650,Anne Bellone-Couvertier,1,"If this is supposed to be a top notch dog food, my dogs sure don't think so. There is a very odd smell to this food, it almost smells as if it is bad. Same smell came from the Bison flavor as well.  My dogs won't eat it.  Obviously other dogs like it otherwise they'd be out of business. Sorry I wasted money on 2 cases of this stuff."
137505,spitfire,1,This vendor charges over double the market price.  Vote with your dollars/euros/whatever and kick people like this out of the market.
356259,Taters,1,"I was REALLY dissapointed in this product, and the fact that I had ordered so many boxes.  I like the Diet Green Tea, and was hoping I could exchange that...but I kind of doubt it.  I still have a bunch of boxes, and I don't know what I will do with them..."
188361,Janice Leung,1,"I normally love amazon, but I also received expired dog food. Ordered it late November, and the bag expired 9/10!  An oversight I'm sure, but very disappointing."
310740,"Stephanie Plum ""PlumLoco""",1,"Hoped this would keep the squirrels away from my flowers, but they sat right on top of it and weren't bothered at all. In fact, we ended up with even more squirrels the next day, it was almost like they were attracted to it. Waste of money...."
245861,Tonya Lee,1,"I agree with the other poor reviews ... these cornflakes resemble cardboard, and not only that, they immediately become soggy cardboard in any type of milk. Such a surprise since the other Erewhon cereals are wonderful. Barbara's and Nature's Path cornflakes are much, much better."
391074,"Peter Breet ""gkerber3""",1,"I'm 54 years old, I've been eating Nalley Original Chili for about 44 years.  The last cans I bought are ""different""... different can, and it tastes more tangy, with a vinegar taste, reminds me of ketchup.  I will no longer buy Nalley Chili, the end of an era...  it's sad.<br /><br />I called Nalley, they have no record that the recipe has changed, but trust me it has changed for the worse."
